Vardas              Pavarde             Galutinis           
Vardas5544          Pavarde5544         2.95
Vardas7001          Pavarde7001         2.95
Vardas2491          Pavarde2491         2.95
Vardas5742          Pavarde5742         2.95
Vardas5003          Pavarde5003         2.95
Vardas458           Pavarde458          2.95
Vardas7004          Pavarde7004         2.95
Vardas2795          Pavarde2795         2.95
Vardas4920          Pavarde4920         2.95
Vardas1204          Pavarde1204         2.95
Vardas2390          Pavarde2390         2.95
Vardas3407          Pavarde3407         2.95
Vardas7257          Pavarde7257         2.95
Vardas2714          Pavarde2714         2.95
Vardas8359          Pavarde8359         2.95
Vardas2024          Pavarde2024         2.95
Vardas4945          Pavarde4945         2.95
Vardas8252          Pavarde8252         2.95
Vardas5599          Pavarde5599         2.95
Vardas5639          Pavarde5639         2.96
Vardas8820          Pavarde8820         2.96
Vardas6846          Pavarde6846         2.96
Vardas6442          Pavarde6442         2.96
Vardas6596          Pavarde6596         2.96
Vardas9381          Pavarde9381         2.96
Vardas7544          Pavarde7544         2.96
Vardas1099          Pavarde1099         2.96
Vardas779           Pavarde779          2.96
Vardas16            Pavarde16           2.96
Vardas5462          Pavarde5462         2.97
Vardas8594          Pavarde8594         2.97
Vardas2734          Pavarde2734         2.97
Vardas4518          Pavarde4518         2.97
Vardas8477          Pavarde8477         2.97
Vardas9233          Pavarde9233         2.97
Vardas6995          Pavarde6995         2.97
Vardas9965          Pavarde9965         2.97
Vardas2160          Pavarde2160         2.97
Vardas782           Pavarde782          2.97
Vardas9208          Pavarde9208         2.97
Vardas2561          Pavarde2561         2.97
Vardas2562          Pavarde2562         2.97
Vardas8256          Pavarde8256         2.97
Vardas2933          Pavarde2933         2.97
Vardas1124          Pavarde1124         2.97
Vardas6502          Pavarde6502         2.97
Vardas8976          Pavarde8976         2.97
Vardas7838          Pavarde7838         2.97
Vardas7605          Pavarde7605         2.97
Vardas550           Pavarde550          2.97
Vardas2042          Pavarde2042         2.97
Vardas3033          Pavarde3033         2.97
Vardas231           Pavarde231          2.97
Vardas3564          Pavarde3564         2.97
Vardas3014          Pavarde3014         2.97
Vardas1346          Pavarde1346         2.97
Vardas4792          Pavarde4792         2.97
Vardas2239          Pavarde2239         2.99
Vardas7644          Pavarde7644         2.99
Vardas4639          Pavarde4639         2.99
Vardas7035          Pavarde7035         2.99
Vardas2950          Pavarde2950         2.99
Vardas9229          Pavarde9229         2.99
Vardas1849          Pavarde1849         2.99
Vardas3912          Pavarde3912         2.99
Vardas982           Pavarde982          2.99
Vardas5463          Pavarde5463         2.99
Vardas7833          Pavarde7833         2.99
Vardas7783          Pavarde7783         2.99
Vardas8353          Pavarde8353         2.99
Vardas1838          Pavarde1838         2.99
Vardas4923          Pavarde4923         2.99
Vardas1588          Pavarde1588         3.00
Vardas2059          Pavarde2059         3.00
Vardas6343          Pavarde6343         3.00
Vardas4982          Pavarde4982         3.00
Vardas4303          Pavarde4303         3.00
Vardas6214          Pavarde6214         3.00
Vardas8785          Pavarde8785         3.00
Vardas3994          Pavarde3994         3.00
Vardas2487          Pavarde2487         3.00
Vardas5244          Pavarde5244         3.00
Vardas9577          Pavarde9577         3.00
Vardas9943          Pavarde9943         3.00
Vardas1841          Pavarde1841         3.00
Vardas3310          Pavarde3310         3.00
Vardas6525          Pavarde6525         3.00
Vardas7881          Pavarde7881         3.00
Vardas3181          Pavarde3181         3.00
Vardas1975          Pavarde1975         3.00
Vardas4771          Pavarde4771         3.00
Vardas9903          Pavarde9903         3.00
Vardas1170          Pavarde1170         3.00
Vardas5369          Pavarde5369         3.00
Vardas9820          Pavarde9820         3.00
Vardas8212          Pavarde8212         3.00
Vardas6066          Pavarde6066         3.00
Vardas5965          Pavarde5965         3.00
Vardas5155          Pavarde5155         3.00
Vardas2930          Pavarde2930         3.00
Vardas1775          Pavarde1775         3.00
Vardas644           Pavarde644          3.00
Vardas3088          Pavarde3088         3.00
Vardas5050          Pavarde5050         3.00
Vardas4164          Pavarde4164         3.00
Vardas609           Pavarde609          3.01
Vardas9128          Pavarde9128         3.01
Vardas4772          Pavarde4772         3.01
Vardas2134          Pavarde2134         3.01
Vardas6921          Pavarde6921         3.01
Vardas3942          Pavarde3942         3.01
Vardas6268          Pavarde6268         3.01
Vardas120           Pavarde120          3.01
Vardas8800          Pavarde8800         3.01
Vardas5748          Pavarde5748         3.01
Vardas2005          Pavarde2005         3.01
Vardas1057          Pavarde1057         3.01
Vardas974           Pavarde974          3.01
Vardas7549          Pavarde7549         3.01
Vardas6017          Pavarde6017         3.01
Vardas7465          Pavarde7465         3.01
Vardas5828          Pavarde5828         3.01
Vardas7017          Pavarde7017         3.01
Vardas5392          Pavarde5392         3.01
Vardas9877          Pavarde9877         3.01
Vardas9444          Pavarde9444         3.03
Vardas868           Pavarde868          3.03
Vardas7482          Pavarde7482         3.03
Vardas2497          Pavarde2497         3.03
Vardas273           Pavarde273          3.03
Vardas1707          Pavarde1707         3.03
Vardas1950          Pavarde1950         3.03
Vardas1201          Pavarde1201         3.03
Vardas3248          Pavarde3248         3.03
Vardas6677          Pavarde6677         3.03
Vardas8984          Pavarde8984         3.03
Vardas5904          Pavarde5904         3.03
Vardas7853          Pavarde7853         3.03
Vardas3199          Pavarde3199         3.03
Vardas308           Pavarde308          3.03
Vardas5878          Pavarde5878         3.03
Vardas6058          Pavarde6058         3.03
Vardas9275          Pavarde9275         3.03
Vardas2316          Pavarde2316         3.03
Vardas3692          Pavarde3692         3.03
Vardas9831          Pavarde9831         3.03
Vardas299           Pavarde299          3.03
Vardas9156          Pavarde9156         3.03
Vardas4325          Pavarde4325         3.03
Vardas2870          Pavarde2870         3.03
Vardas8659          Pavarde8659         3.04
Vardas9685          Pavarde9685         3.04
Vardas6628          Pavarde6628         3.04
Vardas9855          Pavarde9855         3.04
Vardas2145          Pavarde2145         3.04
Vardas7754          Pavarde7754         3.05
Vardas8555          Pavarde8555         3.05
Vardas9799          Pavarde9799         3.05
Vardas9781          Pavarde9781         3.05
Vardas1359          Pavarde1359         3.05
Vardas6149          Pavarde6149         3.05
Vardas1684          Pavarde1684         3.05
Vardas5256          Pavarde5256         3.05
Vardas2406          Pavarde2406         3.05
Vardas7008          Pavarde7008         3.05
Vardas7691          Pavarde7691         3.05
Vardas4383          Pavarde4383         3.05
Vardas1605          Pavarde1605         3.05
Vardas9752          Pavarde9752         3.05
Vardas8040          Pavarde8040         3.05
Vardas9933          Pavarde9933         3.05
Vardas6951          Pavarde6951         3.05
Vardas4970          Pavarde4970         3.05
Vardas9013          Pavarde9013         3.05
Vardas5034          Pavarde5034         3.05
Vardas4877          Pavarde4877         3.05
Vardas9690          Pavarde9690         3.07
Vardas1086          Pavarde1086         3.07
Vardas7165          Pavarde7165         3.07
Vardas8222          Pavarde8222         3.07
Vardas402           Pavarde402          3.07
Vardas4847          Pavarde4847         3.07
Vardas7911          Pavarde7911         3.07
Vardas2209          Pavarde2209         3.07
Vardas7682          Pavarde7682         3.07
Vardas5299          Pavarde5299         3.07
Vardas9780          Pavarde9780         3.07
Vardas2008          Pavarde2008         3.07
Vardas8743          Pavarde8743         3.07
Vardas8607          Pavarde8607         3.07
Vardas6040          Pavarde6040         3.07
Vardas4638          Pavarde4638         3.07
Vardas6989          Pavarde6989         3.07
Vardas9677          Pavarde9677         3.07
Vardas175           Pavarde175          3.07
Vardas1429          Pavarde1429         3.07
Vardas8764          Pavarde8764         3.07
Vardas6558          Pavarde6558         3.07
Vardas7269          Pavarde7269         3.08
Vardas6926          Pavarde6926         3.08
Vardas6001          Pavarde6001         3.08
Vardas1462          Pavarde1462         3.08
Vardas7886          Pavarde7886         3.08
Vardas1249          Pavarde1249         3.08
Vardas989           Pavarde989          3.08
Vardas4005          Pavarde4005         3.08
Vardas4546          Pavarde4546         3.08
Vardas406           Pavarde406          3.08
Vardas3971          Pavarde3971         3.08
Vardas7792          Pavarde7792         3.08
Vardas3185          Pavarde3185         3.08
Vardas6134          Pavarde6134         3.08
Vardas5989          Pavarde5989         3.08
Vardas6841          Pavarde6841         3.08
Vardas3747          Pavarde3747         3.08
Vardas6311          Pavarde6311         3.08
Vardas4100          Pavarde4100         3.08
Vardas3618          Pavarde3618         3.08
Vardas8076          Pavarde8076         3.08
Vardas3349          Pavarde3349         3.09
Vardas9311          Pavarde9311         3.09
Vardas8437          Pavarde8437         3.09
Vardas9579          Pavarde9579         3.09
Vardas2935          Pavarde2935         3.09
Vardas8108          Pavarde8108         3.09
Vardas3503          Pavarde3503         3.09
Vardas7337          Pavarde7337         3.09
Vardas479           Pavarde479          3.09
Vardas4977          Pavarde4977         3.09
Vardas9494          Pavarde9494         3.09
Vardas951           Pavarde951          3.09
Vardas927           Pavarde927          3.09
Vardas4204          Pavarde4204         3.09
Vardas4363          Pavarde4363         3.09
Vardas1351          Pavarde1351         3.09
Vardas6378          Pavarde6378         3.09
Vardas3654          Pavarde3654         3.09
Vardas1785          Pavarde1785         3.09
Vardas4775          Pavarde4775         3.09
Vardas8002          Pavarde8002         3.09
Vardas4531          Pavarde4531         3.09
Vardas8264          Pavarde8264         3.09
Vardas9078          Pavarde9078         3.09
Vardas3147          Pavarde3147         3.11
Vardas8377          Pavarde8377         3.11
Vardas2434          Pavarde2434         3.11
Vardas4926          Pavarde4926         3.11
Vardas2269          Pavarde2269         3.11
Vardas1966          Pavarde1966         3.11
Vardas8305          Pavarde8305         3.11
Vardas9314          Pavarde9314         3.11
Vardas1025          Pavarde1025         3.11
Vardas7250          Pavarde7250         3.11
Vardas1984          Pavarde1984         3.11
Vardas6610          Pavarde6610         3.11
Vardas7016          Pavarde7016         3.11
